"","assay","gene","target_antibiotics_major","id","day","height","length","mean","std","n","se"
"231","AY244","sul3_1","Sulfonamide","F",1,"top","half",0.000866332921604597,7.88826181692294e-05,3,4.55429008343871e-05
"232","AY245","sul1_2","Sulfonamide","F",1,"top","half",0.00168131419954582,0.000283207538628596,3,0.000163509948663751
"233","AY254","tetA_2","Tetracycline","F",1,"top","half",0.000345840550895791,2.4555098842725e-05,3,1.41768929268252e-05
"234","AY263","tetW","Tetracycline","F",1,"top","half",0.00779925093781336,0.000719278951102323,3,0.000415275896041358
"235","AY268","tetC_2","Tetracycline","F",1,"top","half",2.26978854595275e-05,1.19655645772713e-05,2,8.46093185331407e-06
"236","AY284","dfrA1_1","Trimethoprim","F",1,"top","half",6.13155103203737e-05,4.27854589318498e-05,3,2.47021962317052e-05
"237","AY289","intI1_2","Integrons","F",1,"top","half",0.00372992953825016,2.97842207440034e-05,3,1.71959278641536e-05
"238","AY29","catB3","Phenicol","F",1,"top","half",4.30834623605732e-05,3.18789489745394e-05,3,1.84053197719327e-05
"239","AY293","intI1_1","Integrons","F",1,"top","half",0.00743833449340748,0.00187786372067869,3,0.00108418512463528
"240","AY300","tnpA_2","MGE","F",1,"top","half",0.0103121113772486,0.000325887522044096,3,0.000188151248577699
"241","AY309","ISPps","MGE","F",1,"top","half",0.00912291025819429,0.000254674176714675,3,0.000147036204481864
"242","AY328","aadA5_2","Aminoglycoside","F",1,"top","half",0.000202661263242689,5.8077700299883e-05,3,3.35311759020519e-05
"243","AY331","aadA2_3","Aminoglycoside","F",1,"top","half",0.00196096753099494,0.00027277107763495,3,0.000157484455099683
"244","AY353","tolC_2","MDR","F",1,"top","half",1.3211236859171e-05,5.76320223096249e-06,2,4.07519937886302e-06
"245","AY365","sul2_2","Sulfonamide","F",1,"top","half",0.00344818407525814,0.000399826662053878,3,0.000230840030965996
"246","AY37","cmxA","Phenicol","F",1,"top","half",0.00261092851286131,0.00035999738387877,3,0.000207844586489969
"247","AY389","aph6-ia","Aminoglycoside","F",1,"top","half",4.61769092004889e-05,2.72079862078733e-05,2,1.92389515500173e-05
"248","AY409","aadA16","Aminoglycoside","F",1,"top","half",0.000862096381770942,0.000181199264162165,3,0.000104615443940988
"249","AY410","aadA1_2","Aminoglycoside","F",1,"top","half",0.0023269248089085,0.00048038116169055,3,0.000277348193015664
"250","AY416","ant6-ib","Aminoglycoside","F",1,"top","half",0.00116233588375915,0.000340050846395771,3,0.000196328447704758
"251","AY418","aph(3'')-ia","Aminoglycoside","F",1,"top","half",0.000219289077336794,0.000103832725673822,3,5.99478521184738e-05
"252","AY458","qnrB_2","Quinolone","F",1,"top","half",4.40862394370685e-05,1.54456493125994e-05,2,1.09217233687684e-05
"253","AY459","qnrD","Quinolone","F",1,"top","half",0.00917393949696572,0.00146159605118235,3,0.000843852873596622
"254","AY46","ermF_1","MLSB","F",1,"top","half",0.0281320606854315,0.00283860634384145,3,0.00163887013674024
"255","AY465","bacA","Other","F",1,"top","half",8.98274549337109e-06,1.53343310214228e-06,2,1.08430094502073e-06
"256","AY487","cefa_qacelta","MDR","F",1,"top","half",0.0014429648778573,0.000245450392101207,3,0.000141710849952331
"257","AY489","qacF/H","MDR","F",1,"top","half",0.00139100860289341,0.000341458223853928,3,0.000197140997459077
"258","AY492","copA","MDR","F",1,"top","half",0.000152601732366781,1.64355903389146e-05,3,9.48909250646275e-06
"259","AY493","czcA","MDR","F",1,"top","half",0.000736334040854476,0.000307243064209059,3,0.000177386865827745
"260","AY495","pcoA","MDR","F",1,"top","half",5.15648406318809e-05,1.15479664314079e-05,3,6.66722152776609e-06
"261","AY528","ereA","MLSB","F",1,"top","half",0.000520905922723015,7.88433256814094e-05,2,5.5750650240624e-05
"262","AY533","ermB_2","MLSB","F",1,"top","half",0.00603173813170885,9.6103093476827e-05,3,5.54851468888018e-05
"263","AY536","lnuB","MLSB","F",1,"top","half",0.00647002747940082,0.00159574969310388,3,0.000921306514872787
"264","AY537","lnuC","MLSB","F",1,"top","half",0.000282762150973056,0.000196841531758322,3,0.000113646511348365
"265","AY538","mefA","MLSB","F",1,"top","half",0.0026274880822134,0.000674052200317232,3,0.000389164219301013
"266","AY545","ermC_2","MLSB","F",1,"top","half",1.57045075958975e-06,6.50077562468997e-07,2,4.59674252719049e-07
"267","AY553","msrE","MLSB","F",1,"top","half",0.140393486546847,0.0131485835190715,3,0.0075913382341982
"268","AY562","catQ","Phenicol","F",1,"top","half",0.000264057200347863,0.000128044845960009,3,7.39267262833553e-05
"269","AY566","floR","Phenicol","F",1,"top","half",0.000372836149140441,4.71285671157831e-05,3,2.72096909108187e-05
"270","AY571","tetD","Tetracycline","F",1,"top","half",0.000302892547975078,3.92132373195927e-05,3,2.26397731222635e-05
"271","AY572","tetG","Tetracycline","F",1,"top","half",0.00475470974116055,0.000106541923584564,3,6.15120082615286e-05
"272","AY574","tetM","Tetracycline","F",1,"top","half",0.00176835622603037,0.000148445312020927,3,8.57049408552201e-05
"273","AY595","vanA","Vancomycin","F",1,"top","half",6.1662613104506e-05,2.35770431455444e-05,2,1.66714870885423e-05
"274","AY111","cphA_1","Beta Lactam","N",29,"bottom","quarter",0.00194002512218535,0.000776899780434513,2,0.000549351103047584
"275","AY125","blaGES","Beta Lactam","N",29,"bottom","quarter",1.864031364079e-05,9.43069783322076e-06,2,6.66851038919168e-06
"276","AY126","blaSFO","Beta Lactam","N",29,"bottom","quarter",2.98213777033013e-05,3.32875920843912e-05,3,1.92186002505977e-05
"277","AY138","penA","Beta Lactam","N",29,"bottom","quarter",2.90910962910028e-06,3.10946991147783e-06,3,1.79525329042877e-06
"278","AY142","ttgB","Other","N",29,"bottom","quarter",1.08461204382168e-05,1.63349222620969e-05,3,9.43097176521326e-06
"279","AY191","merA","Other","N",29,"bottom","quarter",0.0040302606441346,0.000521896614647805,3,0.000301317150956064
"280","AY198","crAss64","Other","N",29,"bottom","quarter",0.000236601144587734,0.000114449713122621,3,6.60775726800209e-05
"281","AY218","qacE∆1_1","Other","N",29,"bottom","quarter",0.0017766395050179,0.000213723309059777,3,0.00012339321001776
"282","AY224","oprD","MDR","N",29,"bottom","quarter",6.70059299218286e-05,4.44926884298484e-05,2,3.14610817019661e-05
"283","AY236","qacE∆1_3","Other","N",29,"bottom","quarter",0.00238571477027141,0.000150843000730871,3,8.70892470773394e-05
"284","AY24","strB","Aminoglycoside","N",29,"bottom","quarter",0.0075243431665812,0.00104663803025959,3,0.000604276748514471
"285","AY241","sul4","Sulfonamide","N",29,"bottom","quarter",0.00482903035563062,0.000683076705413052,3,0.000394374519747388
"286","AY244","sul3_1","Sulfonamide","N",29,"bottom","quarter",0.000772285135745972,0.000176398753310436,3,0.000101843867708495
"287","AY245","sul1_2","Sulfonamide","N",29,"bottom","quarter",0.00267093096904175,0.000618205188971421,3,0.000356920932267074
"288","AY254","tetA_2","Tetracycline","N",29,"bottom","quarter",0.000405338832800236,0.000103687738759976,3,5.9864143884736e-05
"289","AY263","tetW","Tetracycline","N",29,"bottom","quarter",0.00909251759437344,0.000995488182353579,3,0.00057474537005693
"290","AY284","dfrA1_1","Trimethoprim","N",29,"bottom","quarter",4.33153669628205e-05,2.15433776772065e-05,2,1.52334684452156e-05
"291","AY289","intI1_2","Integrons","N",29,"bottom","quarter",0.00627943310000384,0.000348933843006985,3,0.000201457048189454
"292","AY29","catB3","Phenicol","N",29,"bottom","quarter",4.4810854090363e-05,3.50948940276815e-05,2,2.48158375519968e-05
"293","AY293","intI1_1","Integrons","N",29,"bottom","quarter",0.00775580654460158,0.00240682061213133,3,0.00138957852830516
"294","AY300","tnpA_2","MGE","N",29,"bottom","quarter",0.0127671738875534,0.00135062756867701,3,0.0007797851903506
"295","AY309","ISPps","MGE","N",29,"bottom","quarter",0.0119872412302419,0.000539540634237103,3,0.000311503930415533
"296","AY328","aadA5_2","Aminoglycoside","N",29,"bottom","quarter",0.000105325771419876,3.77226297500807e-05,3,2.17791704407497e-05
"297","AY331","aadA2_3","Aminoglycoside","N",29,"bottom","quarter",0.00207858155093253,0.000170544377239913,3,9.84638421082409e-05
"298","AY365","sul2_2","Sulfonamide","N",29,"bottom","quarter",0.00447378431137263,0.000704927442602101,3,0.000406990048745478
"299","AY37","cmxA","Phenicol","N",29,"bottom","quarter",0.00320255330803376,0.000537716228114358,3,0.000310450609049455
"300","AY381","vanTC_2","Vancomycin","N",29,"bottom","quarter",3.52100602990945e-05,3.47458280025508e-05,2,2.45690105985451e-05
"301","AY389","aph6-ia","Aminoglycoside","N",29,"bottom","quarter",9.73236445770205e-05,8.70187700404377e-05,2,6.15315623861062e-05
"302","AY409","aadA16","Aminoglycoside","N",29,"bottom","quarter",0.00103453543364529,0.000149081732756876,3,8.60723785384382e-05
"303","AY410","aadA1_2","Aminoglycoside","N",29,"bottom","quarter",0.00304084154250986,0.000464854895481833,3,0.000268384099040552
"304","AY416","ant6-ib","Aminoglycoside","N",29,"bottom","quarter",0.000990828793825614,0.000192155679402576,3,0.000110941133229393
"305","AY418","aph(3'')-ia","Aminoglycoside","N",29,"bottom","quarter",0.000272546096471646,5.38782539278623e-05,3,3.11066244087183e-05
"306","AY439","blaTEM","Beta Lactam","N",29,"bottom","quarter",5.551162075642e-05,2.11951176433369e-05,3,1.22370068768864e-05
"307","AY457","qnrB4","Quinolone","N",29,"bottom","quarter",0.000223793756094224,7.73758814523101e-05,2,5.47130104752149e-05
"308","AY458","qnrB_2","Quinolone","N",29,"bottom","quarter",1.96225778149386e-05,2.76400577700434e-05,2,1.95444722815856e-05
"309","AY459","qnrD","Quinolone","N",29,"bottom","quarter",0.00236511104492874,0.00076149654630531,3,0.000439650235996341
"310","AY46","ermF_1","MLSB","N",29,"bottom","quarter",0.0202174908871768,0.00259935967444156,3,0.00150074100775949
"311","AY487","cefa_qacelta","MDR","N",29,"bottom","quarter",0.00241966202842759,0.000445577375195932,3,0.000257254217514178
"312","AY489","qacF/H","MDR","N",29,"bottom","quarter",0.00186581994934021,0.000309731694014809,3,0.000178823676916009
"313","AY492","copA","MDR","N",29,"bottom","quarter",0.000230062330429541,1.03908390029895e-05,3,5.99915369548203e-06
"314","AY493","czcA","MDR","N",29,"bottom","quarter",0.000556418787491242,0.000207199861919115,3,0.000119626896055055
"315","AY528","ereA","MLSB","N",29,"bottom","quarter",0.000381803802624512,9.98884133905118e-05,2,7.06317744703961e-05
"316","AY533","ermB_2","MLSB","N",29,"bottom","quarter",0.00620926097140045,0.000392596620903087,3,0.000226665764761335
"317","AY536","lnuB","MLSB","N",29,"bottom","quarter",0.00503092970127652,0.000298004787301998,3,0.000172053144168606
"318","AY537","lnuC","MLSB","N",29,"bottom","quarter",9.46457737110666e-05,1.30116332621334e-05,3,7.51226996648941e-06
"319","AY538","mefA","MLSB","N",29,"bottom","quarter",0.00325521505354133,0.000281228566794657,3,0.000162367388742708
"320","AY545","ermC_2","MLSB","N",29,"bottom","quarter",1.04729832667758e-05,1.13884905056687e-05,3,6.57514805911133e-06
"321","AY553","msrE","MLSB","N",29,"bottom","quarter",0.0877058641191027,0.0169984577091373,3,0.00981406413417888
"322","AY562","catQ","Phenicol","N",29,"bottom","quarter",0.000125261824930819,4.55202533903193e-05,3,2.62811305484808e-05
"323","AY566","floR","Phenicol","N",29,"bottom","quarter",0.000204826483558713,6.63009992925646e-05,3,3.82788997891034e-05
"324","AY572","tetG","Tetracycline","N",29,"bottom","quarter",0.00861346737937909,0.00181425412081377,3,0.00104746010503022
"325","AY574","tetM","Tetracycline","N",29,"bottom","quarter",0.00175436154609562,0.000991895829850451,3,0.000572671324372225
"326","AY586","dfrA27","Trimethoprim","N",29,"bottom","quarter",7.97128832901676e-07,7.15066929910547e-07,2,5.05628675141993e-07
"327","AY595","vanA","Vancomycin","N",29,"bottom","quarter",0.000137815834964332,0.000129485162165825,2,9.15598362304945e-05
"328","AY138","penA","Beta Lactam","O",29,"middle","quarter",1.13807805796169e-05,1.58696347433849e-05,3,9.16233789103431e-06
"329","AY142","ttgB","Other","O",29,"middle","quarter",1.53595419953377e-05,1.79584264050619e-05,3,1.03683023191846e-05
"330","AY159","vanB_1","Vancomycin","O",29,"middle","quarter",3.75551457017419e-06,4.28577283127321e-06,3,2.47439209782117e-06
"331","AY191","merA","Other","O",29,"middle","quarter",0.00291630055429172,0.0009146752383387,3,0.000528087995075934
"332","AY198","crAss64","Other","O",29,"middle","quarter",0.000430026791686061,6.27949349397135e-05,3,3.62546725911887e-05
"333","AY218","qacE∆1_1","Other","O",29,"middle","quarter",0.00225687780604105,0.000142596662183604,3,8.2328221297246e-05
"334","AY224","oprD","MDR","O",29,"middle","quarter",2.56928432971965e-05,1.53460649971799e-05,2,1.08513066240354e-05
"335","AY236","qacE∆1_3","Other","O",29,"middle","quarter",0.00308177812902921,0.00015941637341624,3,9.20390861051e-05
"336","AY24","strB","Aminoglycoside","O",29,"middle","quarter",0.00770640567383813,0.000910554902206198,3,0.000525709117900682
"337","AY241","sul4","Sulfonamide","O",29,"middle","quarter",0.00413861506936731,0.000340368424897902,3,0.000196511801738452
"338","AY244","sul3_1","Sulfonamide","O",29,"middle","quarter",0.000638178487401179,0.000101316022938963,3,5.84948331170326e-05
"339","AY245","sul1_2","Sulfonamide","O",29,"middle","quarter",0.00342025189305249,0.000787249630663133,3,0.000454518786182793
"340","AY254","tetA_2","Tetracycline","O",29,"middle","quarter",0.000407733249476648,5.69035062686963e-05,3,3.28532546620654e-05
"341","AY263","tetW","Tetracycline","O",29,"middle","quarter",0.00694956263882704,0.000660333934758593,3,0.000381243974987918
"342","AY284","dfrA1_1","Trimethoprim","O",29,"middle","quarter",6.6304993163346e-05,2.41427289422994e-05,2,1.70714873514486e-05
"343","AY289","intI1_2","Integrons","O",29,"middle","quarter",0.00431620939485955,0.000637367117933255,3,0.000367984077111381
"344","AY29","catB3","Phenicol","O",29,"middle","quarter",2.38222034224744e-05,1.55438226462233e-05,2,1.09911423987055e-05
"345","AY293","intI1_1","Integrons","O",29,"middle","quarter",0.0062450405001001,0.00140909145418357,3,0.000813539330385685
"346","AY300","tnpA_2","MGE","O",29,"middle","quarter",0.0123314905063511,0.00190137051244827,3,0.00109775677719123
"347","AY309","ISPps","MGE","O",29,"middle","quarter",0.0096631071941575,0.00161475768470971,3,0.000932280783943165
"348","AY328","aadA5_2","Aminoglycoside","O",29,"middle","quarter",0.000131222227614561,7.24621950910379e-05,3,4.18360678418819e-05
"349","AY331","aadA2_3","Aminoglycoside","O",29,"middle","quarter",0.00186942826559346,3.2553175712549e-05,3,1.87945847606174e-05
"350","AY339","blaCMY_2","Beta Lactam","O",29,"middle","quarter",1.2842691460458e-05,1.69459242963795e-06,2,1.19825779834438e-06
"351","AY353","tolC_2","MDR","O",29,"middle","quarter",1.0086687760631e-05,1.21188518679018e-05,2,8.56932233598864e-06
"352","AY365","sul2_2","Sulfonamide","O",29,"middle","quarter",0.00333536175461572,0.000359226848743691,3,0.000207399717822311
"353","AY37","cmxA","Phenicol","O",29,"middle","quarter",0.0057682725471067,0.00154913373512446,3,0.000894392778984839
"354","AY381","vanTC_2","Vancomycin","O",29,"middle","quarter",2.16874417866424e-06,1.22469009442594e-06,2,8.65986670620578e-07
"355","AY389","aph6-ia","Aminoglycoside","O",29,"middle","quarter",7.14310720679357e-05,7.75220980857046e-05,3,4.47574041979261e-05
"356","AY409","aadA16","Aminoglycoside","O",29,"middle","quarter",0.0139662299742267,0.00218598869296663,3,0.00126208116032976
"357","AY410","aadA1_2","Aminoglycoside","O",29,"middle","quarter",0.0019515162215128,0.00013099362570664,3,7.56292050638536e-05
"358","AY416","ant6-ib","Aminoglycoside","O",29,"middle","quarter",0.0011588459362679,2.56707190730222e-05,3,1.48209965671006e-05
"359","AY418","aph(3'')-ia","Aminoglycoside","O",29,"middle","quarter",0.000225449260500996,4.94858486883273e-05,3,2.85706680612828e-05
"360","AY457","qnrB4","Quinolone","O",29,"middle","quarter",7.26014935154083e-05,1.42602406104786e-05,3,8.23315375516863e-06
"361","AY458","qnrB_2","Quinolone","O",29,"middle","quarter",0.000132215581492754,0.000137405116578058,2,9.71600897020731e-05
"362","AY459","qnrD","Quinolone","O",29,"middle","quarter",0.000593313379332979,0.0002339073632343,3,0.000135046479128759
"363","AY46","ermF_1","MLSB","O",29,"middle","quarter",0.0343511861142567,0.00402968927100955,3,0.00232654218536791
"364","AY465","bacA","Other","O",29,"middle","quarter",3.24401165514471e-05,6.16345105123871e-06,2,4.35821803384225e-06
"365","AY466","mcr1","Other","O",29,"middle","quarter",4.1580005908886e-07,2.13911231186552e-07,2,1.51258082143974e-07
"366","AY487","cefa_qacelta","MDR","O",29,"middle","quarter",0.00319086675807881,0.000314814897562371,3,0.00018175846585254
"367","AY489","qacF/H","MDR","O",29,"middle","quarter",0.000567894253437715,5.56073917754056e-05,3,3.21049426104634e-05
"368","AY492","copA","MDR","O",29,"middle","quarter",0.000264785774917952,0.000112901097168466,3,6.51834788420177e-05
"369","AY493","czcA","MDR","O",29,"middle","quarter",0.000594930459493925,2.91591546392098e-06,2,2.06186359790524e-06
"370","AY495","pcoA","MDR","O",29,"middle","quarter",4.41258227258159e-05,3.47080502273943e-05,2,2.45422976775538e-05
"371","AY533","ermB_2","MLSB","O",29,"middle","quarter",0.00329501277798579,0.000412690643132515,3,0.000238267053904597
"372","AY536","lnuB","MLSB","O",29,"middle","quarter",0.0038974778928677,0.000332846965006652,3,0.000192169284845541
"373","AY537","lnuC","MLSB","O",29,"middle","quarter",9.27175349545864e-05,7.41745809777237e-05,2,5.24493492010192e-05
"374","AY538","mefA","MLSB","O",29,"middle","quarter",0.00168335643117009,0.000572592194392753,3,0.000330586257568534
"375","AY545","ermC_2","MLSB","O",29,"middle","quarter",2.50022894845624e-06,1.36002357412089e-06,2,9.61681891834446e-07
"376","AY553","msrE","MLSB","O",29,"middle","quarter",0.0236135421810966,0.00260673266960518,3,0.00150499780850194
"377","AY562","catQ","Phenicol","O",29,"middle","quarter",0.000131822174401192,0.000181067174832478,2,0.000128033827174336
"378","AY566","floR","Phenicol","O",29,"middle","quarter",0.000568433772534424,0.000104366585328937,3,6.02560761340639e-05
"379","AY571","tetD","Tetracycline","O",29,"middle","quarter",6.16147686659547e-05,1.76237126789382e-05,3,1.01750552593056e-05
"380","AY572","tetG","Tetracycline","O",29,"middle","quarter",0.00665182740082827,0.000345342919667393,3,0.000199383827632701
"381","AY574","tetM","Tetracycline","O",29,"middle","quarter",0.00340154983490703,0.000409700739919457,3,0.000236540832479688
"382","AY111","cphA_1","Beta Lactam","P",29,"top","quarter",6.42164590834611e-05,1.61917469769288e-05,2,1.14492940866431e-05
"383","AY126","blaSFO","Beta Lactam","P",29,"top","quarter",5.40885973646338e-06,2.21164054251345e-06,3,1.27689126257083e-06
"384","AY138","penA","Beta Lactam","P",29,"top","quarter",1.03608844243616e-06,1.16551174762625e-07,2,8.24141260299107e-08
"385","AY142","ttgB","Other","P",29,"top","quarter",0.000176046377143353,6.00554317869977e-05,2,4.24656030636722e-05
"386","AY191","merA","Other","P",29,"top","quarter",0.00314260133146811,0.000244793027852915,3,0.000141331320526624
"387","AY198","crAss64","Other","P",29,"top","quarter",1.9536123145656e-05,2.29175509617989e-06,3,1.32314542169615e-06
"388","AY207","acrA_1","MDR","P",29,"top","quarter",9.96718910282623e-05,3.64805611650888e-05,3,2.10620618088526e-05
"389","AY218","qacE∆1_1","Other","P",29,"top","quarter",0.00152776960870938,0.000372818186251953,3,0.000215246680191353
"390","AY236","qacE∆1_3","Other","P",29,"top","quarter",0.00254249237880583,0.000694137449908368,3,0.000400760443559197
"391","AY24","strB","Aminoglycoside","P",29,"top","quarter",0.00451084265463539,0.00110630565106022,3,0.000638725865445622
"392","AY241","sul4","Sulfonamide","P",29,"top","quarter",0.000121967299599268,1.89172404747795e-05,3,1.09218738804388e-05
"393","AY244","sul3_1","Sulfonamide","P",29,"top","quarter",0.000109308859447238,3.56789179694389e-05,3,2.05992328940501e-05
"394","AY245","sul1_2","Sulfonamide","P",29,"top","quarter",0.00180310821329934,0.000428301502615074,3,0.000247279987829134
"395","AY254","tetA_2","Tetracycline","P",29,"top","quarter",0.000180797362321813,4.15095087056111e-05,3,2.39655260251137e-05
"396","AY263","tetW","Tetracycline","P",29,"top","quarter",0.000749643063060206,9.81285842348409e-05,3,5.66545645231822e-05
"397","AY268","tetC_2","Tetracycline","P",29,"top","quarter",3.38029817645771e-06,1.72462445439585e-06,2,1.21949364670345e-06
"398","AY284","dfrA1_1","Trimethoprim","P",29,"top","quarter",0.000111255024821284,5.44462040823176e-05,3,3.14345305832794e-05
"399","AY289","intI1_2","Integrons","P",29,"top","quarter",0.00458072051224834,0.00076411078410861,3,0.000441159566895802
"400","AY293","intI1_1","Integrons","P",29,"top","quarter",0.00472950419005939,0.00137239569178401,3,0.000792353022086183
"401","AY300","tnpA_2","MGE","P",29,"top","quarter",0.0348829730964066,0.00706900157498251,3,0.00408128996221804
"402","AY309","ISPps","MGE","P",29,"top","quarter",0.000923389662850332,0.000127702482703468,3,7.3729062765031e-05
"403","AY328","aadA5_2","Aminoglycoside","P",29,"top","quarter",0.000187253998728671,1.7037783037987e-05,3,9.83676862337623e-06
"404","AY331","aadA2_3","Aminoglycoside","P",29,"top","quarter",0.00351481673117845,0.000788183178154229,3,0.000455057770078079
"405","AY339","blaCMY_2","Beta Lactam","P",29,"top","quarter",0.000112305723405942,8.93234326692995e-06,3,5.15709078965615e-06
"406","AY365","sul2_2","Sulfonamide","P",29,"top","quarter",0.00507776851397955,0.000953287884632268,3,0.000550381016807649
"407","AY37","cmxA","Phenicol","P",29,"top","quarter",0.00325944933764743,0.000698856844351578,3,0.000403485187211396
"408","AY409","aadA16","Aminoglycoside","P",29,"top","quarter",0.00356190984619787,0.000731563529995999,3,0.000422368400972503
"409","AY410","aadA1_2","Aminoglycoside","P",29,"top","quarter",0.00539924534736812,0.00131579289424653,3,0.000759673381691029
"410","AY416","ant6-ib","Aminoglycoside","P",29,"top","quarter",3.85285863343404e-05,2.52480933203799e-05,3,1.45769934750461e-05
"411","AY418","aph(3'')-ia","Aminoglycoside","P",29,"top","quarter",0.00058981370551296,8.13223878892169e-05,3,4.69515025389825e-05
"412","AY457","qnrB4","Quinolone","P",29,"top","quarter",4.0043005971986e-05,3.84835016043188e-05,2,2.72119449482172e-05
"413","AY458","qnrB_2","Quinolone","P",29,"top","quarter",0.000142715542075923,5.97187948921753e-05,3,3.44786623066775e-05
"414","AY459","qnrD","Quinolone","P",29,"top","quarter",0.00148431284050984,0.000260417159272304,3,0.000150351917007463
"415","AY46","ermF_1","MLSB","P",29,"top","quarter",0.00167832540395208,0.000209994608624214,3,0.00012124044381756
"416","AY465","bacA","Other","P",29,"top","quarter",2.46831011516663e-05,9.77317319760208e-06,2,6.91067704173504e-06
"417","AY466","mcr1","Other","P",29,"top","quarter",6.9571217256967e-07,6.19997038015027e-07,2,4.38404109895999e-07
"418","AY487","cefa_qacelta","MDR","P",29,"top","quarter",0.00257404108175597,0.000503239900464393,3,0.000290545692000078
"419","AY489","qacF/H","MDR","P",29,"top","quarter",0.000840859567334086,0.000285152824718067,3,0.000164633060111158
"420","AY492","copA","MDR","P",29,"top","quarter",0.000377702021798743,9.87563838629295e-05,3,5.70170248074564e-05
"421","AY493","czcA","MDR","P",29,"top","quarter",0.000189367646760743,0.000102637244974155,3,5.92576410147102e-05
"422","AY495","pcoA","MDR","P",29,"top","quarter",0.000418899003389974,0.000101812736348495,3,5.87816107377362e-05
"423","AY533","ermB_2","MLSB","P",29,"top","quarter",0.000944147443155154,0.000161326983693247,3,9.31421774628465e-05
"424","AY536","lnuB","MLSB","P",29,"top","quarter",0.000991659158247774,0.000307106066840199,3,0.000177307770359956
"425","AY537","lnuC","MLSB","P",29,"top","quarter",1.18068291739983e-06,1.47201260691484e-06,2,1.04087009634157e-06
"426","AY538","mefA","MLSB","P",29,"top","quarter",0.00119501756035165,0.000277853395740186,3,0.000160418732825848
"427","AY545","ermC_2","MLSB","P",29,"top","quarter",2.59338155762719e-05,3.35364820208008e-05,3,1.93622969223824e-05
"428","AY553","msrE","MLSB","P",29,"top","quarter",0.193788430562687,0.0621440955399737,3,0.0358789102885497
"429","AY562","catQ","Phenicol","P",29,"top","quarter",2.10088688972765e-05,8.47833795441265e-06,3,4.89497070026077e-06
"430","AY566","floR","Phenicol","P",29,"top","quarter",0.000736871238711779,0.000159596290278693,3,9.21429611540694e-05
"431","AY572","tetG","Tetracycline","P",29,"top","quarter",0.00416749255612809,0.000590580071476299,3,0.00034097156324487
"432","AY574","tetM","Tetracycline","P",29,"top","quarter",0.00164329449045927,0.000379810396746769,3,0.000219283634802766
"433","AY586","dfrA27","Trimethoprim","P",29,"top","quarter",3.52999388317325e-06,5.13534684498953e-06,3,2.9648938833368e-06
"434","AY111","cphA_1","Beta Lactam","Q",29,"bottom","half",0.00191698204274797,0.00057372961840497,2,0.000405688103741724
"435","AY126","blaSFO","Beta Lactam","Q",29,"bottom","half",3.41458005927365e-05,2.84325534259444e-05,2,2.01048513339341e-05
"436","AY138","penA","Beta Lactam","Q",29,"bottom","half",3.80938405105852e-07,1.99208234725916e-07,2,1.40861493642897e-07
"437","AY142","ttgB","Other","Q",29,"bottom","half",1.76365988380606e-05,2.23730385863611e-05,3,1.29170798504255e-05
"438","AY191","merA","Other","Q",29,"bottom","half",0.00304028400550039,0.000613274702918524,3,0.000354074314817198
"439","AY198","crAss64","Other","Q",29,"bottom","half",0.000118064150549532,8.75403194556443e-05,2,6.19003535143228e-05
"440","AY207","acrA_1","MDR","Q",29,"bottom","half",1.41149755603975e-05,1.33597216167106e-05,3,7.71323887170631e-06
"441","AY218","qacE∆1_1","Other","Q",29,"bottom","half",0.0014346919798152,0.000315752328579655,3,0.000182299691902715
"442","AY224","oprD","MDR","Q",29,"bottom","half",3.16996380850233e-05,3.35040420908897e-05,2,2.36909353596276e-05
"443","AY236","qacE∆1_3","Other","Q",29,"bottom","half",0.002192645752244,0.000190390264877601,3,0.000109921870678167
"444","AY24","strB","Aminoglycoside","Q",29,"bottom","half",0.00588848802422199,0.000614335245298748,3,0.000354686619245907
"445","AY241","sul4","Sulfonamide","Q",29,"bottom","half",0.00558413763286082,0.00112879300262482,3,0.000651708943924806
"446","AY244","sul3_1","Sulfonamide","Q",29,"bottom","half",0.0010316110838441,0.000246936182634168,3,0.000142568671516495
"447","AY245","sul1_2","Sulfonamide","Q",29,"bottom","half",0.00192056574491381,0.000213892158699666,3,0.000123490695402803
"448","AY254","tetA_2","Tetracycline","Q",29,"bottom","half",0.000324012458144967,5.53801473827996e-05,3,3.19737429992205e-05
"449","AY263","tetW","Tetracycline","Q",29,"bottom","half",0.0101522365383397,0.00130727969723637,3,0.000754758285105552
"450","AY284","dfrA1_1","Trimethoprim","Q",29,"bottom","half",2.52699773489979e-05,3.70233378623084e-06,2,2.61794532645989e-06
"451","AY289","intI1_2","Integrons","Q",29,"bottom","half",0.00446213193286574,0.000708912945181637,3,0.000409291079732629
"452","AY29","catB3","Phenicol","Q",29,"bottom","half",1.82072371387198e-05,1.35798729417289e-05,3,7.84034329846811e-06
"453","AY293","intI1_1","Integrons","Q",29,"bottom","half",0.00570059398313393,0.00108312058228598,3,0.000625339959747632
"454","AY300","tnpA_2","MGE","Q",29,"bottom","half",0.0133339077322248,0.00173967549457759,3,0.00100440211509697
"455","AY309","ISPps","MGE","Q",29,"bottom","half",0.0119272943131552,0.00144681878927667,3,0.000835321217457496
"456","AY328","aadA5_2","Aminoglycoside","Q",29,"bottom","half",5.89412373502818e-05,9.35121864429084e-06,3,5.39892860153236e-06
